,0,1,2,3,4,5
1150048,4,1978408106,Sat May 30 23:16:00 PDT 2009,NO_QUERY,butterfly_tay,loving my new haircut 
1168174,4,1980121931,Sun May 31 05:45:43 PDT 2009,NO_QUERY,adgecameron,Red Wings adventure with Dan and meeting up with @SaraAmanda It's gonna be a great day 
1466535,4,2064492693,Sun Jun 07 06:25:06 PDT 2009,NO_QUERY,LukeGossForum,Your daily pic!! http://bit.ly/2t7xH  (From the movie The Man) Enjoy! 
1590281,4,2191372691,Tue Jun 16 05:08:14 PDT 2009,NO_QUERY,daniel350,@Flisker  HAHAHA you wish!! 
1083954,4,1968938584,Fri May 29 22:35:44 PDT 2009,NO_QUERY,BekahIsSpankin,"@heyheyybonaaann That's respect.  But seriously, I love being all deep. Whenever you need me, love, I'll be there!"
977750,4,1833766093,Mon May 18 00:23:00 PDT 2009,NO_QUERY,janine_j9,@dayannn yeah but I get home at 10 
1065109,4,1964871334,Fri May 29 14:56:48 PDT 2009,NO_QUERY,nenadpaunovic,"great day today: success with webinar, great conference at belgrade design week, successful business with friends, great dinner "
1029999,4,1932859945,Tue May 26 22:23:24 PDT 2009,NO_QUERY,megan1007,@mafilsboss yes! Well I'm going to bed goodnight twitter world!!!  don't blow up my phone too much 
510168,0,2189587421,Tue Jun 16 00:23:36 PDT 2009,NO_QUERY,frann_ncine,"Ando c/ insÃ´nia, shit. "
77670,0,1750963870,Sat May 09 18:20:33 PDT 2009,NO_QUERY,gracerface,jammin on the geetar. why are good songs always downtuned?! 
1271920,4,2000619837,Mon Jun 01 22:32:11 PDT 2009,NO_QUERY,colinmansfield,Finished workout by swimming in my pool at home for the first time this year  #fb
772796,0,2302927332,Tue Jun 23 17:29:24 PDT 2009,NO_QUERY,loregiudici,"@mileycyrus you come someday to Argentina? Many fans waiting for you, but i don't know, you want to come here  "
221586,0,1976859700,Sat May 30 19:19:53 PDT 2009,NO_QUERY,catharlos,@kidbam no im not going anymore.. 
615066,0,2226135905,Thu Jun 18 11:34:35 PDT 2009,NO_QUERY,grahamplata,Half my day is gone 
1243338,4,1994527594,Mon Jun 01 12:03:23 PDT 2009,NO_QUERY,bargainr,@GoVisitHawaii we shall see  it's different when it's a flip mino in my house hahah
761164,0,2297127265,Tue Jun 23 10:03:38 PDT 2009,NO_QUERY,Arantza92,@iloveyoux3_ i hope so! cause idk what im gonna do if she don't!  and why she isn't online? she is always online at this time! and
1168982,4,1980210746,Sun May 31 06:03:22 PDT 2009,NO_QUERY,Helmi_EN,@NicoleSimon Threat or promise? 
581346,0,2214264189,Wed Jun 17 16:29:52 PDT 2009,NO_QUERY,saraperezjonas,my mother was talking to my dog...SHIT 
96208,0,1792511216,Wed May 13 23:21:19 PDT 2009,NO_QUERY,audrey86,off to my 5-7pm tutorial..argh 
190032,0,1969264905,Fri May 29 23:30:07 PDT 2009,NO_QUERY,tanyarhh,"need to save up for this sexaii $70 dress... gosh! like im ever gonna get that money, with grace's farewell coming up "
911471,4,1751954662,Sat May 09 20:41:19 PDT 2009,NO_QUERY,saintpiercing,Message me to book your piercing appointment now ! 
42946,0,1676313112,Fri May 01 21:40:55 PDT 2009,NO_QUERY,SvenTheReturned,20 more minutes!!!!!!!!! don't fuck with me fate and make me stay longer 
186689,0,1968397309,Fri May 29 21:21:08 PDT 2009,NO_QUERY,siapi,"On my way to airport. Msh lemes,but still have a plane to catch @ 12.35 to Surabayaaa..huhuuhuh.. "
616012,0,2226493876,Thu Jun 18 12:01:21 PDT 2009,NO_QUERY,JoyYoung,@mandalay_jay me too thug!... woulda been but plans just changed 
29798,0,1563593394,Sun Apr 19 23:26:31 PDT 2009,NO_QUERY,comay,"@cinnamonclouds   Have you recorded before, btw?"
759521,0,2296265120,Tue Jun 23 08:58:19 PDT 2009,NO_QUERY,Jonpro,"@jasoncool1 yeah, I know  soon I guess. no use putting it off"
1000570,4,1880006855,Thu May 21 23:48:34 PDT 2009,NO_QUERY,JohnnyEugenio2,Omgosh I put my phone back on the hook so the battery didn't die!!!  !! ;]
95574,0,1792054207,Wed May 13 21:58:31 PDT 2009,NO_QUERY,Namediane,8 hours with a headache.... 
1408491,4,2055698010,Sat Jun 06 09:47:37 PDT 2009,NO_QUERY,xDAVExSkynet,"@markhoppus see you in kansas, st. louis, indianapolis and chicago! @ the vip section "
1082818,4,1968768580,Fri May 29 22:10:17 PDT 2009,NO_QUERY,lupin_bebop,@jamieharrington Absolutely. 
1477686,4,2066338666,Sun Jun 07 10:19:53 PDT 2009,NO_QUERY,RangersBaseball,"@wordy0 haha.......no, no cool fielding changes......well....not yet anyway!    Go Rangers!!!"
943461,4,1795085340,Thu May 14 07:07:52 PDT 2009,NO_QUERY,McKitKat09,@tommcfly i'm ill too.. i know the feeling. feel better soon 
630999,0,2232178261,Thu Jun 18 19:33:31 PDT 2009,NO_QUERY,courtthedork,My dad found my phone under a car seat. Dang I think that really messed him up with me thinking someone stole it. Oopsies 
434190,0,2065129520,Sun Jun 07 07:57:33 PDT 2009,NO_QUERY,RebekahGlass,@ChoeBe Ah that's amazing. Although sucks that all the best guys are always taken. 
98474,0,1793309385,Thu May 14 02:11:29 PDT 2009,NO_QUERY,faeyakof,Exam was super hardddd! 
341067,0,2014968391,Wed Jun 03 03:16:54 PDT 2009,NO_QUERY,Shan_09,@Hayley_x like football with out the foot. Lol. Im out as well  but will be rubbish lol
1180405,4,1981904230,Sun May 31 10:07:43 PDT 2009,NO_QUERY,YoungBriiezy,Uncle Mark's for Nana's birthday party! 
199766,0,1971514154,Sat May 30 07:17:06 PDT 2009,NO_QUERY,STACEYCEYLON,"So when my fone was stolen a couple wks ago, they also stole my favorite aviator shades  thats the 3rd time i've repurchased it too! "
1450545,4,2062952264,Sun Jun 07 00:51:25 PDT 2009,NO_QUERY,mr_gadget,Greetings folks. Had a headache yesterday so could jump on Twitter. Hope you're all well 
771646,0,2302465314,Tue Jun 23 16:50:52 PDT 2009,NO_QUERY,theLEEZ,Omg I'm fckin exhausted and I feel sick. 
1100402,4,1970657167,Sat May 30 04:44:11 PDT 2009,NO_QUERY,willowing,"ps. thanks for the follow friday you guys, MUST remember to do that too, i keep forgetting each week! "
612609,0,2225034008,Thu Jun 18 10:13:48 PDT 2009,NO_QUERY,hexedcrystal,rain rain go away come again another day all the world is waiting for the sun 
1508010,4,2174585885,Sun Jun 14 22:52:02 PDT 2009,NO_QUERY,snurglelyssa,@sammywhammmy Okay  i will !
243524,0,1981563294,Sun May 31 09:25:05 PDT 2009,NO_QUERY,daveholtwick,"ahhh ... lazy Sunday. Oh, wait ... scratch that ... dear wifey has other ideas involving actual work. "
404554,0,2058455217,Sat Jun 06 14:58:43 PDT 2009,NO_QUERY,CarrieEBrown,Work. Yay.  
102352,0,1794948340,Thu May 14 06:52:20 PDT 2009,NO_QUERY,JUNEBUG5,"Ugh, got a call from my 8 mon preg sis in law she has Bell's Palsy.  I had it last yr. (tweeted about it) Hope it goes away fast 4 her."
301355,0,1998629734,Mon Jun 01 18:52:03 PDT 2009,NO_QUERY,trucco905,"@sardun What?!!! well that's not good  SORRY honey I was convinced that i did. I'm sending u one asap, I'll send you level 2 so u can glow"
1279518,4,2001545335,Tue Jun 02 01:14:27 PDT 2009,NO_QUERY,phillipsdj,9:13 and I have already ha enough of today and my beige colleagues! At least I get to see @Dren_Ramone and @helenrampling later! 
1045971,4,1957608274,Fri May 29 01:02:01 PDT 2009,NO_QUERY,samwis,Sometimes I even fascinate myself... As I stumle happily home... Also met Jess &amp; Laura from Australia... Fun full evening... 
310764,0,2001160256,Tue Jun 02 00:01:14 PDT 2009,NO_QUERY,JayneRelf,@clareday Oh buggery and arse Clare. I am sorry to hear this 
46268,0,1677364140,Sat May 02 01:41:55 PDT 2009,NO_QUERY,GITBC,Apparently I'm not qualified for anything these days. Actually don't know how much longer i can get kicked back from places 
1001177,4,1880079560,Fri May 22 00:02:09 PDT 2009,NO_QUERY,shaminxo,shaminxoLunch time *crunch.will simply have instant noodles today 
913089,4,1752503849,Sat May 09 22:06:27 PDT 2009,NO_QUERY,Mommykins41,Off to bed - I have a hot date with Sudoku and maybe a chapter or two reading if I can stay awake that long. Have a great night tweeps! 
1472022,4,2065314287,Sun Jun 07 08:20:26 PDT 2009,NO_QUERY,missnaomijane,"Yay I've got over 200 followers! Hi everyone, thanks for following me "
1317138,4,2014232542,Wed Jun 03 00:51:53 PDT 2009,NO_QUERY,Jessssie_x,Feel sorry for those in the History exam RIGHT now. Goodluck! I just got out of bed and only need to go to school for chemistry revision 
408586,0,2059439182,Sat Jun 06 16:56:19 PDT 2009,NO_QUERY,aaliyahsharee,@terileablews im allowed to go to marra+sleep at your house. can i tgp shirt myself for marra? i have no clothes  call you round 5pm? ily
183624,0,1967469319,Fri May 29 19:38:17 PDT 2009,NO_QUERY,kewltcguy,@vgomez86 I am...what u up to...it's gonna sink in Mon that your no longer gonna be there... 
1236411,4,1992812296,Mon Jun 01 09:21:41 PDT 2009,NO_QUERY,fmiatto,"Hey, new Twitter-er! Finalmente fiz um "
1140535,4,1977054663,Sat May 30 19:59:03 PDT 2009,NO_QUERY,liznicolebarnes,"pink tonight, "
1231903,4,1991852900,Mon Jun 01 07:46:41 PDT 2009,NO_QUERY,the_nikster,"@LaceyJacqueline ::infinite huggles:: &lt;333 crying is good, it'll make u feel better "
1042423,4,1957196560,Thu May 28 23:47:33 PDT 2009,NO_QUERY,BluePoles,"Finished all the weeding - the new stereo all installed, so a few beers and some vinyl spinning out punk. I think wifey is off out "
1137782,4,1976776721,Sat May 30 19:02:20 PDT 2009,NO_QUERY,beaxo,@MGiraudOfficial Start with &quot;Let's Get It On&quot;! It's a perfect first song lol 
399753,0,2057237718,Sat Jun 06 12:37:45 PDT 2009,NO_QUERY,do0dlebugdebz,I slept 3 times today.  Morning. Lunch. Afternoon nap. Tea. Sleep. Dinner.
477105,0,2178074775,Mon Jun 15 07:09:25 PDT 2009,NO_QUERY,BettinaTizzy,@snowyhoobinoo DMed saying my Twitter about @tehranelection  - he has not tweeted again  - made the BBC earlier today.  http://tr.im/oxvY
186340,0,1968297781,Fri May 29 21:09:12 PDT 2009,NO_QUERY,xDirtyBurdx,band meeting canceled 
371004,0,2050287862,Fri Jun 05 18:24:10 PDT 2009,NO_QUERY,MJFredrick,"After all that food, I'm not hungry for dinner  The dh has a gig tonight and his band hasn't practiced in over a month. Um. Hm."
756341,0,2288701024,Mon Jun 22 19:30:18 PDT 2009,NO_QUERY,K_Lee5,Love my husband to bits......but soooo wish i didnt have to cook lambs fry and bacon tonight for him!!!  YYUUUUKKKKKKKK   
599911,0,2220779262,Thu Jun 18 03:57:33 PDT 2009,NO_QUERY,maartenballiauw,@Nijlie Most of the time... Unfortunately there's often no budget to spend on unit testing 
1358318,4,2048199971,Fri Jun 05 14:49:13 PDT 2009,NO_QUERY,jaspreetgill,@ddlovato http://twitpic.com/6o94d This is a drawing I did  http://twitpic.com/6o84k HUGE Demi drawing  tell me what you think please
1370657,4,2051051994,Fri Jun 05 19:46:26 PDT 2009,NO_QUERY,ljwilkinson,@saragregory thank you! First Fridays are absolutely on the list. 
902709,4,1694475686,Mon May 04 02:48:00 PDT 2009,NO_QUERY,riversideboy,@lauramorris1983 good luck with it..Do well!! My best wishes are with you! 
209628,0,1974028012,Sat May 30 12:17:51 PDT 2009,NO_QUERY,rdrbme,Gave the boat back  travelling the nxt 2 days! cnt wait 2 C my 2 sp... Read More: http://is.gd/K3Mk http://yfrog.com/0zwdplj
1185625,4,1982804642,Sun May 31 11:56:14 PDT 2009,NO_QUERY,lauralovesart,@Alvies *this* would be true! 
156608,0,1956154522,Thu May 28 21:17:37 PDT 2009,NO_QUERY,coliwilso,@Joelsk_ i wish! but unfortunately no 
628638,0,2231368956,Thu Jun 18 18:26:51 PDT 2009,NO_QUERY,BarsBM,Imma Press Conference- Your nothing  more then a Conversation  LoL
1303237,4,2009040098,Tue Jun 02 15:03:17 PDT 2009,NO_QUERY,TheMiss47,Watching True Blood. Yay! I love me some Bill. 
63714,0,1687661555,Sun May 03 09:16:29 PDT 2009,NO_QUERY,uncleplayground,"@jesuscripes I thought Wolverine tried way too hard to include everything, and didn't develop characters, and let us see their powers. "
1097835,4,1970428992,Sat May 30 03:50:03 PDT 2009,NO_QUERY,officialSusanB,"Wow, I see I am on the trending topics...I feel pretty groovy now!  All this attention/only about 100 followers. Find People doesn't work!"
74265,0,1694764465,Mon May 04 04:02:00 PDT 2009,NO_QUERY,coreygrant,looking in the fridge for lemonaide I don't have  lol
550269,0,2202868335,Tue Jun 16 22:34:05 PDT 2009,NO_QUERY,nightmare93,Really nervous about tomorrow.  Talking to my grandma for the first time since she found out.  Eek.  
17997,0,1556464876,Sat Apr 18 22:56:34 PDT 2009,NO_QUERY,ernie_cordell,Looking for my last freaking update. I deactivated my phone 
411221,0,2060060230,Sat Jun 06 18:10:52 PDT 2009,NO_QUERY,xamountoftruth,why is flickr looking all weird? looking at double exposure film photos. i want a film camera. someone make it happen? 
525514,0,2193916995,Tue Jun 16 09:06:04 PDT 2009,NO_QUERY,LizzMueller,Woo-Hoo! Back in Minnesota and totally missed the bachelorette last night 
1141404,4,1977172381,Sat May 30 20:17:10 PDT 2009,NO_QUERY,znmeb,@TylerInCMYK I took an anger management class once ... I pissed the instructor off big-time 
836132,4,1558396074,Sun Apr 19 08:14:41 PDT 2009,NO_QUERY,grshane,What a life    ? http://blip.fm/~4l1n9
1239532,4,1993582425,Mon Jun 01 10:36:31 PDT 2009,NO_QUERY,angelobell,"@LeStew  yes yes yes, I agree "
58360,0,1685880810,Sun May 03 02:34:21 PDT 2009,NO_QUERY,joshtastic1,@Hyper8 baldo but u havent got sky 1 
820358,4,1553706282,Sat Apr 18 14:59:41 PDT 2009,NO_QUERY,violetsteel,@readysteadystop It was like that when I read the article. Thought you knew  Congrats.
817752,4,1551875213,Sat Apr 18 10:11:54 PDT 2009,NO_QUERY,kalookalay,@Wossy sounds like you guys liked it a lot. Now I'm really excited. Have fun 
1449352,4,2062827070,Sun Jun 07 00:25:58 PDT 2009,NO_QUERY,gingiringingin,"closing in on Anais Nin, any new book recommendations? "
1547062,4,2182627638,Mon Jun 15 13:25:23 PDT 2009,NO_QUERY,KarlaPerez,I know it!!! italy we are  the champions! Hahaha Im so happy!!! Yayyy  greeeat game  i love it.
477361,0,2178167081,Mon Jun 15 07:17:44 PDT 2009,NO_QUERY,_Cheeky_Monkey_, 2morrow last day of skool! i'm gonna miss everyone thats leaving and specially you mel mel! bye bye! good night twitters!! &lt;3
1049164,4,1960316197,Fri May 29 07:46:17 PDT 2009,NO_QUERY,frozeneyes,@hauntedwhispers Freaking awesome babes! I bet its a huge relief not having to deal with that chick anymore! 
1572150,4,2188882802,Mon Jun 15 22:45:50 PDT 2009,NO_QUERY,pegahwannalayya,@SashaVujacic yaaaay congrats!!!! i can't wait for the parade! 
1497298,4,2070346699,Sun Jun 07 17:32:01 PDT 2009,NO_QUERY,cookiethief3,haha #Kevin Jonas is hilarious 
670018,0,2246441804,Fri Jun 19 17:36:02 PDT 2009,NO_QUERY,Debbie3850,@twilightpoison Dam!Sweepstakes contest not open to Australian residents 
1068714,4,1965788228,Fri May 29 16:32:39 PDT 2009,NO_QUERY,Eyebee,"@mystic23 Gonzales did seem very weasely, but then he wasn't the only weasel in the White House at that time, was he? "
1591617,4,2191597737,Tue Jun 16 05:36:14 PDT 2009,NO_QUERY,earthxplorer,@LifeIsGood00015 thanks! You too 
1490070,4,2068818048,Sun Jun 07 14:45:15 PDT 2009,NO_QUERY,lexileyva,@ashleyhollabakk his name is russell  hahahaha
567232,0,2207117215,Wed Jun 17 07:30:28 PDT 2009,NO_QUERY,SophieClemence,@lilyroseallen it's raining here! 
684079,0,2250446096,Sat Jun 20 00:32:56 PDT 2009,NO_QUERY,tiffanikris,freaken exhausted!! gona sleep now.. work at 10  boo.
396116,0,2056277879,Sat Jun 06 10:51:09 PDT 2009,NO_QUERY,JFo13,@sfenton24 Don't remove me though. I'll be sad. 
1099214,4,1970553388,Sat May 30 04:19:44 PDT 2009,NO_QUERY,sami_lou,"busy morning..another job done   Just enough time for a bit of a read and relax in the garden before going out, out, out!!!"
477122,0,2178078750,Mon Jun 15 07:09:47 PDT 2009,NO_QUERY,btpf,I miss my HVNY team   when we hangin?
671683,0,2246935923,Fri Jun 19 18:20:40 PDT 2009,NO_QUERY,SkinFaceMcGee,Friday night and I'm stuck at home practicing shitty Phish songs for a wedding ceremony I gotta play next weekend. 
934922,4,1792614847,Wed May 13 23:40:52 PDT 2009,NO_QUERY,dvdstelt,"@dennisdoomen What? Can't we, as alternative, invite some people of our own and get a beer or something!? "
440896,0,2066863211,Sun Jun 07 11:18:39 PDT 2009,NO_QUERY,dunhamla,Pool Party  Wish my man crush was coming 
1506801,4,2174392905,Sun Jun 14 22:27:34 PDT 2009,NO_QUERY,chynagyrl1980,@candelarhia I so love Napolean. Just had to say that Tabitha is so lucky to have him to hump around with. 
795931,0,2327556086,Thu Jun 25 08:29:50 PDT 2009,NO_QUERY,cruisinprincess,@211me I was able to get the form to load but when I hit submit the site crashed.  How long to fix?
813186,4,1548727128,Fri Apr 17 21:47:16 PDT 2009,NO_QUERY,jeffcannata,@hulahoney lol!  thanks 
883516,4,1686151479,Sun May 03 04:01:53 PDT 2009,NO_QUERY,porky_xO,church was gooood. hannah montana movie now 
1595065,4,2192292776,Tue Jun 16 06:48:54 PDT 2009,NO_QUERY,dublintrail,4 a ticket support system until they get another...I luv ya girl...ur @ work early..way ta go 
622655,0,2229273287,Thu Jun 18 15:30:36 PDT 2009,NO_QUERY,TKPope,@joshua_w Ugh!  That totally sucks.    Is there a good way to clean it off that doesn't cost too much?
1018108,4,1881962127,Fri May 22 05:57:00 PDT 2009,NO_QUERY,dana_chosenart,Good thing about left overs? You don't have to make an effort with the dinner. *goes off to re-heat some pizza* 
688366,0,2251507543,Sat Jun 20 03:43:51 PDT 2009,NO_QUERY,carazy8,dusnt know wat to do 
689066,0,2251672205,Sat Jun 20 04:14:08 PDT 2009,NO_QUERY,vivboylan,I'm so tired 
609581,0,2223770234,Thu Jun 18 08:41:22 PDT 2009,NO_QUERY,creepdaseek,Day 2 and i already wanna kill my mom&amp;sister. Annoyed as fuck. &amp; our &quot;suite&quot; has one bed. FML! Floor til sunday. I miss everyone. 
373749,0,2051085117,Fri Jun 05 19:50:07 PDT 2009,NO_QUERY,jenniferlynn129,"in bed, not feeling good "
1157615,4,1979198181,Sun May 31 02:01:43 PDT 2009,NO_QUERY,mis_chiff,@DomainingCom The best investment your money can buy! - http://cli.gs/pdc &lt;-- cool 
787650,0,2324950164,Thu Jun 25 04:25:45 PDT 2009,NO_QUERY,NaTeSaUcE,@qualitycomics those sneaky bastards @ comiczone look like they've hired new ppl despite my many resume drops! The dream is dying!  lol
573974,0,2210143425,Wed Jun 17 11:13:19 PDT 2009,NO_QUERY,matteamer,"..turn evil supernatural killer, wonder what that phobia would be called? I just wish they'd leave me alone in my nightmares "
920125,4,1753936933,Sun May 10 04:12:50 PDT 2009,NO_QUERY,Mpieters,"@musicalmover Aah yes, Camps bay, the place of black diamonds and awesome cars.... You feel cheap in a BMW "
1420212,4,2058097528,Sat Jun 06 14:15:36 PDT 2009,NO_QUERY,mcflychloe94,@sofiesunshine Aaaaaa i see  you are sending the replys to @mcflychloe93 lol mine is 94 
72001,0,1694110488,Mon May 04 01:07:53 PDT 2009,NO_QUERY,BeckyU82,Just made some chammomile tea with honey and lemon. My throat hurts 
487696,0,2182223692,Mon Jun 15 12:53:14 PDT 2009,NO_QUERY,superbritty,Don't feel good.. 
843205,4,1563830455,Mon Apr 20 00:27:47 PDT 2009,NO_QUERY,moony_aragorn,"@electromarkie Thanks!  But I'm telling you, it's quite boring at the publishing. Not much to do (which is great at the same time). Haha!"
74309,0,1694782857,Mon May 04 04:06:14 PDT 2009,NO_QUERY,aerobic247,ahhh crap! i'm coming down with the flu! 
917129,4,1753434076,Sun May 10 01:37:07 PDT 2009,NO_QUERY,HelloLizzi,@ohaiijess it would be cool if they had people make videos of themselves miming the song and make one big video  so EVERYONE can be in it.
307323,0,2000445537,Mon Jun 01 22:07:56 PDT 2009,NO_QUERY,Luv_ChelseaFC,@OfficialSTaylo not sure - poor people 
172642,0,1963648293,Fri May 29 13:02:30 PDT 2009,NO_QUERY,aassshhhh,"aww i can't believe that wee girl on bgt was crying, it was so sad "
1096230,4,1970299002,Sat May 30 03:17:00 PDT 2009,NO_QUERY,Connl,"@retweet_central yepp. Where are you from? Iï¿½m from Germany, Hambourg "
465141,0,2175280407,Mon Jun 15 00:33:29 PDT 2009,NO_QUERY,Juwheelia,Ahh old creepy wooden houses. So old and creaky 
394876,0,2055736612,Sat Jun 06 09:51:47 PDT 2009,NO_QUERY,mrspennyapple,"Finally I'm home from work. I'm tired, hungry, and want my boo "
489160,0,2182882742,Mon Jun 15 13:45:37 PDT 2009,NO_QUERY,jbNdemi4lyfe,@LaurenxRose88 i joined the fan club so i could get like really good tickets...&amp; this is what i got. i was so upset 
112481,0,1825461794,Sun May 17 05:47:06 PDT 2009,NO_QUERY,palkush,"alas buri bala hai, sunday wasted coz of aalas, now i can't go anywhere out of town "
754362,0,2287963385,Mon Jun 22 18:32:01 PDT 2009,NO_QUERY,ayschucks,@9er awwww and here I was volunteering to go with you and no love  LOL
1102495,4,1970934153,Sat May 30 05:42:31 PDT 2009,NO_QUERY,DavieBertram,"just arrived at the airport,  4 hrs of basking in the sun here "
1132248,4,1975984226,Sat May 30 16:20:04 PDT 2009,NO_QUERY,stevercw,playing some killer basketball with some friends! 
295876,0,1996983814,Mon Jun 01 16:02:38 PDT 2009,NO_QUERY,leiaorganasolo,@marizzle I love you  I'm sorry.  Let me know if I can help your day any.  I'd love to!
983272,4,1834279663,Mon May 18 02:19:22 PDT 2009,NO_QUERY,AlisonGi,@raeek well obviously.. i have made my pancakes 
509670,0,2189467037,Tue Jun 16 00:05:51 PDT 2009,NO_QUERY,kiss_me_kates,Back to work today  wish I would have taken today off for my dr.s appointment.
306776,0,2000321320,Mon Jun 01 21:52:00 PDT 2009,NO_QUERY,likeomgannelise,@bangitslauren Kate and Mady went to san diego! Haha and poor lexi bit a hole through her lip  watch it next week!
1218136,4,1989805551,Mon Jun 01 02:52:23 PDT 2009,NO_QUERY,kendra_bunch,about to go to bed sunday was a bad day hopefully tomorrow is better 
211353,0,1974471128,Sat May 30 13:12:10 PDT 2009,NO_QUERY,echowhat,@misterrad  i wish i could swim right now
1423551,4,2058708200,Sat Jun 06 15:28:32 PDT 2009,NO_QUERY,Adamfyre,@PBreaze what a beautiful photograph that is of you  family reunion was good for your spirits 
619431,0,2227920717,Thu Jun 18 13:47:53 PDT 2009,NO_QUERY,jaimie_t,Still tring to finish cleaning my room 
1250894,4,1996396800,Mon Jun 01 15:00:57 PDT 2009,NO_QUERY,neamicaela,@babyowls naw we'll have so much fun  just remember to make me that sign!!
687045,0,2251177288,Sat Jun 20 02:40:39 PDT 2009,NO_QUERY,jenxxkxx,"@TraceCyrus I'm from DK! I didn't get a ticket  it'll be awesome for you guys, the venue is really cool, dk loves u+Shake it is huge here!"
403332,0,2058146326,Sat Jun 06 14:21:27 PDT 2009,NO_QUERY,supremevisions,@modernally @acometonitsway sorry! i don't have a microphone so if i hooked up my webcam you wouldn't be able to hear me  fail.
1013259,4,1881295909,Fri May 22 04:14:11 PDT 2009,NO_QUERY,ALH30,@hothusband_01 aww mommies should be immune LOL maybe she just had a lil cough ....we can help nurse her back to health  have a good day
1265393,4,1999436137,Mon Jun 01 20:12:51 PDT 2009,NO_QUERY,AlohaArleen,@nickolaswriter I'm honored. And I like you 
1578806,4,2189862982,Tue Jun 16 01:06:24 PDT 2009,NO_QUERY,isagab,@woahitsemma its 4 am in calii and im reading my sisters keeper! woho being nocturnal 
972981,4,1832770418,Sun May 17 21:27:42 PDT 2009,NO_QUERY,haushinka_lied,@riandawson heard the new green day album?  #greenday
1268913,4,2000122025,Mon Jun 01 21:27:19 PDT 2009,NO_QUERY,VickiLuvzMcFly,"@immajedi Ok. lol I'm a mage.  Anyways, I'm off. Gonna meet up with my mommy."
895929,4,1692854693,Sun May 03 20:56:44 PDT 2009,NO_QUERY,kyluhtoots,@aibeengi I'm looking forward to it! 
1054990,4,1962117511,Fri May 29 10:33:00 PDT 2009,NO_QUERY,wvweddingphoto,Clients calling all excited about their photos make it so worth the hours and hours of editing and no sleep! 
905916,4,1695249000,Mon May 04 05:38:27 PDT 2009,NO_QUERY,Tarale,@Rubenerd Pulp Fiction in King William Street. 
1453277,4,2063217122,Sun Jun 07 01:48:00 PDT 2009,NO_QUERY,kyoshioka,"@robotheadphones yes it is ok to go into debt over a video game addiction, pre-orders are the best way "
72955,0,1694382284,Mon May 04 02:22:19 PDT 2009,NO_QUERY,Archeia_Nessiah,@rel_raille work still not yet done?  I hope you get sleep soon!
904548,4,1694859322,Mon May 04 04:23:37 PDT 2009,NO_QUERY,angesbiz,@MaheshKukreja You too sweetie 
1253944,4,1996992632,Mon Jun 01 16:03:36 PDT 2009,NO_QUERY,xredderz,I got a text. My face is this -&gt; 
1344990,4,2043908513,Fri Jun 05 08:35:27 PDT 2009,NO_QUERY,katiewaller,"Loving @rustyrockets website and youtube vids. His search for his inner being, disregarding social context and learning as he goes "
108576,0,1824321635,Sun May 17 00:53:34 PDT 2009,NO_QUERY,Lisabroad,"Morning tweeties, have been awakefor ages but can't seem to get going just yet. "
1140907,4,1977105711,Sat May 30 20:06:58 PDT 2009,NO_QUERY,madilovesmerder,@merder4ev direct message me your email  I have all grey's songs ever from every season. just ask and they're yours 
872025,4,1678878799,Sat May 02 07:58:04 PDT 2009,NO_QUERY,moony_aragorn,@jeyowenji haha thank you! 
148337,0,1883105011,Fri May 22 08:00:56 PDT 2009,NO_QUERY,krissenbee,"@braaaaains zombies are scary  in my dream, my finger fell off and a zombie ate it. Ewww. Scary!"
447897,0,2068820292,Sun Jun 07 14:45:29 PDT 2009,NO_QUERY,carocarocaroo,I hate grocery shopping more than anything 
170754,0,1963001727,Fri May 29 12:03:13 PDT 2009,NO_QUERY,anthraxmoh,@saromadian srry can't go paintballing tonight  and there are no good movies out
438326,0,2066146855,Sun Jun 07 09:58:42 PDT 2009,NO_QUERY,alexandra_42,@ gracielaM u guys always forget bout me  thats not nice 
386708,0,2053848193,Sat Jun 06 05:52:58 PDT 2009,NO_QUERY,petehague,@MexicanHatBoy I got hold of that leaked copy of the BNP membership list. There are a load of them in the rural areas around Leicester 
1301141,4,2007166957,Tue Jun 02 12:14:48 PDT 2009,NO_QUERY,CrosbyGirl87,@katfishh ahhh i looove that game 
1384999,4,2052709619,Sat Jun 06 01:43:12 PDT 2009,NO_QUERY,zeefeet,@yankebabex3 oh and don't be stressed 
982845,4,1834238009,Mon May 18 02:09:43 PDT 2009,NO_QUERY,mikesawriter,"@josesimancas Yep, and it is more money than the last one! "
537942,0,2198929537,Tue Jun 16 16:46:28 PDT 2009,NO_QUERY,MYRANOR,"Chi-Town weather SUCKS!!!!    cant go bike riding, walking, jogging etc.  are we going to have a summer      ok Wii Fit here I come....."
196591,0,1970756815,Sat May 30 05:06:04 PDT 2009,NO_QUERY,_MikeKennedy,"Where's portable espresso maker? Gr8 for camping, cool simple tech, great way to meet fellow campers (fffssssshwwtt - Hello!). Not here. "
272471,0,1990217534,Mon Jun 01 04:14:20 PDT 2009,NO_QUERY,Frassington,"@smileyeily Oh fuck, Mac, that sucks! "
695607,0,2253297777,Sat Jun 20 07:56:01 PDT 2009,NO_QUERY,EJeterNY22,@LindsayLT awww no I take it back. I miss you  I wish you were here.
